movieId,title,genres,imdbId,tmdbId,overview
104,Happy Gilmore (1996),Comedy,116483,9614,"Failed hockey player-turned-golf whiz Happy Gilmore — whose unconventional approach and antics on the green courts the ire of rival Shooter McGavin — is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image."
105,"Bridges of Madison County, The (1995)",Drama|Romance,112579,688,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,110251,11907,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?"
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,117110,10874,"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted."
108,Catwalk (1996),Documentary,112646,89333,"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York."
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,113276,96357,An ex-con holds a group of people hostage in a topless bar.
110,Braveheart (1995),Action|Drama|War,112573,197,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule."
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103,"Suffering from insomnia, disturbed loner Travis Bickle takes a job as a New York City cabbie, haunting the streets nightly, growing increasingly detached from reality as he dreams of cleaning up the filthy city."
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,113326,33542,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head."
113,Before and After (1996),Drama|Mystery,115645,43566,Two parents deal with the effects when their son is accused of murdering his girlfriend.
114,Margaret's Museum (1995),Drama,113774,71754,"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever."
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,112556,43612,"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis..."
116,Anne Frank Remembered (1995),Documentary,112373,51352,"Using previously unreleased archival material in addition to contemporary interviews, this Academy Award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust."
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,115033,16934,"Graham Young is a teenage misfit living in suburban London in the 1960s. He hates his stepmother but loves chemistry, and the two impulses unite in a wicked plot to slowly poison her. After she dies, he's found guilty and sent to a psychiatric hospital, where an idealistic doctor thinks he can be cured."
118,If Lucy Fell (1996),Comedy|Romance,116606,10324,"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge."
119,"Steal Big, Steal Little (1995)",Comedy,114536,78406,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love."
120,Race the Sun (1996),Adventure|Comedy|Drama,117427,55731,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia."
121,"Boys of St. Vincent, The (1992)",Drama,106473,32119,"The true story of boys being sexually abused at their orphanage, run by a religious community in Newfoundland."
122,Boomerang (1992),Comedy|Romance,103859,11066,"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill."
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,109424,11104,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant."
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,114808,37975,The adventures and deceptions of a photographer who travels through small villages of 1950s Sicily pretending to work for the big film studios in Rome.
125,Flirting With Disaster (1996),Comedy,116324,2074,"Adopted as a child, new father Mel Colpin decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy, and an inept yet gorgeous adoption agent, Tina, he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents."
